beta_x/theta_E,beta_y/theta_E,theta1_x/theta_E,theta1_y/theta_E,theta2_x/theta_E,theta2_y/theta_E
1.33775615,-0.23884107,1.85904888,-0.33191192,-0.52129273,0.09307086
1.30551664,-0.24643434,1.83245641,-0.34590152,-0.52693977,0.09946718
1.36226977,-0.31946741,1.86933357,-0.43837951,-0.5070638,0.1189121
1.36265034,-0.30789592,1.87112721,-0.42278816,-0.50847688,0.11489224
1.29076809,-0.260883,1.81895702,-0.36763767,-0.52818893,0.10675466
1.37687497,-0.23685818,1.89060379,-0.32523285,-0.51372882,0.08837467
1.30340181,-0.28469671,1.82608448,-0.39886415,-0.52268267,0.11416743
1.30955838,-0.28451887,1.83107006,-0.39782418,-0.52151167,0.11330531
1.33511419,-0.22489336,1.85837262,-0.31303364,-0.52325842,0.08814028
1.2369036,-0.25669145,1.77655077,-0.36868305,-0.53964717,0.1119916
1.34056045,-0.34911084,1.84746481,-0.48111966,-0.50690436,0.13200882
1.24161532,-0.33045687,1.76939452,-0.47092571,-0.52777919,0.14046884
1.37568428,-0.33224888,1.87864522,-0.45372167,-0.50296094,0.12147279
1.25858654,-0.34957421,1.78011446,-0.49442933,-0.52152791,0.14485512
1.35587852,-0.36767622,1.85739011,-0.5036721,-0.50151159,0.13599588
1.33706252,-0.33389521,1.84676433,-0.46117946,-0.50970181,0.12728425
1.29999353,-0.29300353,1.82223894,-0.41071161,-0.52224541,0.11770808
1.37412886,-0.31831805,1.87917533,-0.43531246,-0.50504647,0.11699442
1.22948824,-0.2912666,1.76573096,-0.41830286,-0.53624272,0.12703626
1.35006702,-0.3371282,1.85697011,-0.46370809,-0.50690309,0.12657989
1.30890838,-0.2418588,1.83567994,-0.33919514,-0.52677156,0.09733633
1.36863096,-0.27135197,1.8803361,-0.37280532,-0.51170514,0.10145335
1.35911977,-0.22721019,1.87731367,-0.313839,-0.5181939,0.08662881
1.31754809,-0.35011631,1.82840072,-0.48586683,-0.51085263,0.13575052
1.33037071,-0.29917796,1.84600439,-0.41513529,-0.51563367,0.11595733
1.27994213,-0.25353387,1.81121304,-0.35876922,-0.53127091,0.10523536
1.3261695,-0.25957709,1.84747617,-0.36161478,-0.52130668,0.10203769
1.35410388,-0.38271513,1.85366857,-0.52390885,-0.49956469,0.14119372
1.33668525,-0.24892433,1.85710856,-0.34584021,-0.52042331,0.09691588
1.24739149,-0.24878876,1.78590874,-0.35619453,-0.53851724,0.10740577
1.2597858,-0.28632396,1.79077456,-0.40700702,-0.53098875,0.12068306
1.20524477,-0.30279362,1.74445618,-0.4382597,-0.53921141,0.13546607
1.3246827,-0.38243666,1.82928628,-0.52811601,-0.50460358,0.14567935
1.27299013,-0.3079114,1.79832707,-0.43498012,-0.52533694,0.12706872
1.29989636,-0.25277277,1.82723201,-0.3553164,-0.52733564,0.10254363
1.35000971,-0.36627493,1.85274334,-0.502673,-0.50273362,0.13639807
1.32406298,-0.34350419,1.83473139,-0.47598788,-0.51066841,0.13248368
1.22315016,-0.30741086,1.75814019,-0.44186838,-0.53499003,0.13445752
1.33543267,-0.37163638,1.83987966,-0.51201849,-0.50444699,0.14038211
1.23273418,-0.2437905,1.77493078,-0.35101749,-0.54219661,0.10722699
1.30459558,-0.38574865,1.81207898,-0.53580361,-0.5074834,0.15005496
1.25843431,-0.3366797,1.78209112,-0.47677809,-0.52365681,0.14009839
0.40767065,-0.65445742,0.77049135,-1.2369146,-0.3628207,0.58245718
0.46708137,-0.61811606,0.88007667,-1.16465685,-0.4129953,0.54654079
0.38952151,-0.60212065,0.77178926,-1.19302848,-0.38226775,0.59090782
0.37164409,-0.64947289,0.71610537,-1.251442,-0.34446128,0.60196911
0.45966174,-0.64412534,0.854526,-1.19744978,-0.39486426,0.55332444
0.62411382,-0.65014493,1.07163548,-1.11633223,-0.44752166,0.4661873
0.45435765,-0.60316858,0.87031674,-1.15536232,-0.41595909,0.55219374
0.54387333,-0.84258047,0.87861578,-1.36117079,-0.33474245,0.51859033
0.40275473,-0.59930308,0.7943991,-1.18207383,-0.39164437,0.58277076
0.61640162,-0.67818783,1.0480452,-1.15309803,-0.43164358,0.4749102
0.35655191,-0.7208595,0.65612872,-1.32652947,-0.2995768,0.60566997
0.53868071,-0.81016914,0.8850567,-1.33111433,-0.34637598,0.5209452
0.41994782,-0.68798238,0.77170478,-1.26425061,-0.35175696,0.57626824
0.4117663,-0.67300255,0.76692395,-1.2534823,-0.35515765,0.58047975
0.55934478,-0.82672991,0.90595485,-1.33903094,-0.34661006,0.51230103
0.50848986,-0.67486213,0.90752253,-1.2044539,-0.39903267,0.52959176
0.53208319,-0.79395415,0.8830562,-1.31766264,-0.35097301,0.52370849
0.37470681,-0.74047181,0.67619908,-1.3362617,-0.30149227,0.59578988
0.43345,-0.68528356,0.79354419,-1.25459174,-0.36009419,0.56930818
0.4126409,-0.67446117,0.76750661,-1.25448883,-0.3548657,0.58002766
0.6337762,-0.63456491,1.09135322,-1.09271137,-0.45757702,0.45814646
0.55009523,-0.69395622,0.95441354,-1.20401192,-0.40431831,0.51005569
0.45581067,-0.80388773,0.77125034,-1.360211,-0.31543968,0.55632328
0.54365231,-0.66995998,0.95806875,-1.1806585,-0.41441644,0.51069852
0.52780466,-0.56782365,0.99408521,-1.06945834,-0.46628055,0.50163469
0.5205306,-0.63452714,0.94582836,-1.15296537,-0.42529775,0.51843823
0.42628409,-0.61610929,0.8207353,-1.18621046,-0.39445121,0.57010116
0.53262764,-0.6894495,0.93315556,-1.20790509,-0.40052792,0.51845559
0.61286528,-0.78942992,0.99196512,-1.27774728,-0.37909984,0.48831736
0.38525017,-0.67501808,0.72441619,-1.26928959,-0.33916602,0.59427151
0.57307558,-0.66215296,1.00093466,-1.15651736,-0.42785909,0.4943644
0.45684681,-0.82645395,0.76342383,-1.38106391,-0.30657702,0.55460996
0.60969482,-0.79981685,0.98341734,-1.29007781,-0.37372252,0.49026096
0.49450185,-0.79256874,0.83149031,-1.33268101,-0.33698846,0.54011227
0.56042162,-0.71145572,0.95949011,-1.21807352,-0.3990685,0.5066178
0.60259229,-0.7315327,1.00487689,-1.21989663,-0.4022846,0.48836392
0.42077781,-0.79728629,0.72236277,-1.36872696,-0.30158496,0.57144067
0.58451713,-0.6825868,1.00533586,-1.17401005,-0.42081873,0.49142325
0.53071178,-0.6075092,0.97475569,-1.11580912,-0.4440439,0.50829992
0.58917931,-0.58722964,1.06168832,-1.05817506,-0.47250901,0.47094542
0.55915471,-0.68438148,0.97129428,-1.18882271,-0.41213957,0.50444123
0.46043474,-0.6587749,0.84761636,-1.21274164,-0.38718162,0.55396674
0.52196161,-0.72089302,0.90289131,-1.24700365,-0.3809297,0.52611064
0.59840602,-0.59044008,1.07135759,-1.05709576,-0.47295158,0.46665568
0.40363613,-0.64123157,0.77148246,-1.22560611,-0.36784633,0.58437454
0.56105671,-0.73134922,0.95073788,-1.23930683,-0.38968118,0.50795761
0.45593824,-0.72985646,0.80474649,-1.28822146,-0.34880825,0.558365
0.61239216,-0.72961966,1.01828137,-1.21320643,-0.40588921,0.48358677
0.61011659,-0.70913091,1.02507728,-1.19143455,-0.41496069,0.48230364
0.51152733,-0.77822234,0.86166267,-1.31090776,-0.35013534,0.53268542
0.52873409,-0.65950078,0.94345146,-1.17678618,-0.41471736,0.51728539
0.51577899,-0.64622239,0.93290542,-1.16884244,-0.41712643,0.52262005
0.36897093,-0.69959622,0.68614087,-1.30097394,-0.31716995,0.60137772
0.37679276,-0.72336977,0.68730535,-1.31949436,-0.3105126,0.59612459
0.36343521,-0.66609165,0.6939969,-1.27193385,-0.3305617,0.6058422
0.45543736,-0.79578426,0.7741469,-1.35266443,-0.31870954,0.55688017
0.4922368,-0.80007087,0.82504819,-1.3410152,-0.33281139,0.54094433
0.62028407,-0.66480189,1.05953359,-1.13557638,-0.43924952,0.47077448
0.54549898,-0.62504074,0.98461434,-1.12818556,-0.43911536,0.50314482
0.50617227,-0.6109287,0.93944959,-1.13387625,-0.43327732,0.52294755
0.37711402,-0.69284861,0.70246537,-1.29059682,-0.32535135,0.59774821
0.57302795,-0.65147105,1.00643807,-1.14421166,-0.43341012,0.49274062
0.51507003,-0.63754667,0.93668966,-1.15942171,-0.42161963,0.52187504
0.42406885,-0.63307111,0.80759325,-1.20561544,-0.3835244,0.57254433
0.62273907,-0.67719264,1.05644322,-1.14882077,-0.43370415,0.47162813
0.60016632,-0.68535312,1.02401215,-1.16935905,-0.42384583,0.48400593
0.38146146,-0.74060535,0.68676313,-1.33334688,-0.30530167,0.59274153
0.53609347,-0.75116009,0.90782174,-1.27201597,-0.37172827,0.52085588
0.4191827,-0.66608601,0.78197231,-1.24256277,-0.36278961,0.57647676
0.4931055,-0.81108478,0.82157882,-1.35137425,-0.32847332,0.54028947
0.38452872,-0.68035309,0.72053333,-1.27485165,-0.33600461,0.59449857
0.47646025,-0.65780581,0.87136459,-1.20301472,-0.39490434,0.54520891
0.45860868,-0.81329238,0.77137442,-1.36794824,-0.31276574,0.55465586
0.51410021,-0.76797056,0.86985529,-1.29940281,-0.35575508,0.53143225
0.44993666,-0.61909433,0.85444533,-1.17568162,-0.40450867,0.55658729
0.50061388,-0.79101162,0.84076482,-1.32847843,-0.34015094,0.53746681
0.41897185,-0.65107721,0.78976219,-1.22728091,-0.37079034,0.57620371
0.38807542,-0.6674732,0.73282089,-1.26042072,-0.34474546,0.59294751
0.48264295,-0.600959,0.9123913,-1.13605671,-0.42974835,0.53509771
0.58421432,-0.81218723,0.94502944,-1.31380013,-0.36081512,0.5016129
0.4089253,-0.81867347,0.69587223,-1.39314472,-0.28694693,0.57447126
0.56440021,-0.70545368,0.96770154,-1.20954707,-0.40330134,0.50409339
0.45688528,-0.67196828,0.8353432,-1.22858881,-0.37845792,0.55662052
0.63696554,-0.72243334,1.05251755,-1.19374396,-0.41555201,0.47131063
0.57723448,-0.59229249,1.04388325,-1.07111448,-0.46664877,0.47882199
0.54604094,-0.74618539,0.92362417,-1.26216703,-0.37758323,0.51598163
0.448864,-0.79178939,0.76626359,-1.35167755,-0.3173996,0.55988815
0.53005055,-0.70085656,0.92388456,-1.22160152,-0.39383402,0.52074496
0.50100411,-0.55989216,0.962832,-1.07600332,-0.46182789,0.51611117
0.49152143,-0.5810013,0.93680752,-1.10735026,-0.44528608,0.52634896
0.54510139,-0.73349696,0.92834752,-1.24919896,-0.38324614,0.515702
0.61728391,-0.78973385,0.99748854,-1.27615583,-0.38020462,0.48642198
0.59418995,-0.81263105,0.95788845,-1.31003546,-0.3636985,0.4974044
0.44068242,-0.78408299,0.75756066,-1.34788774,-0.31687824,0.56380475
0.3950728,-0.66290258,0.74627504,-1.25219365,-0.35120224,0.58929107
0.42832352,-0.82250516,0.72327673,-1.38890072,-0.29495321,0.56639556
0.43752529,-0.62808082,0.83078771,-1.19262096,-0.39326243,0.56454014
0.61228671,-0.74371622,1.01162306,-1.22877152,-0.39933635,0.4850553
0.38814492,-0.67297641,0.73005736,-1.26579365,-0.34191244,0.59281725
0.47041359,-0.83898977,0.77788873,-1.38737634,-0.30747514,0.54838657
0.40063541,-0.59481478,0.79379115,-1.17852465,-0.39315573,0.58370986
0.51034739,-0.66990781,0.91270594,-1.19806402,-0.40235856,0.52815621
0.48457274,-0.64639808,0.88919287,-1.186143,-0.40462013,0.53974492
0.6064896,-0.62490837,1.06285203,-1.09513029,-0.45636243,0.47022192
0.4671969,-0.69789946,0.83694536,-1.25023029,-0.36974846,0.55233083
0.45522355,-0.68994411,0.82351839,-1.24813768,-0.36829484,0.55819357
0.58297724,-0.68793067,1.00067374,-1.18082509,-0.41769649,0.49289442
0.53594418,-0.69810226,0.93328098,-1.21565935,-0.3973368,0.5175571
0.56632544,-0.73165884,0.95757933,-1.23713564,-0.39125389,0.5054768
0.59867134,-0.76008759,0.98669164,-1.25272753,-0.3880203,0.49263994
0.42949812,-0.59133206,0.84042633,-1.15709711,-0.41092821,0.56576505
0.39201753,-0.760538,0.69434022,-1.34706252,-0.30232269,0.58652452
0.37719209,-0.68030088,0.70888402,-1.278538,-0.33169193,0.59823712
0.50804184,-0.74862005,0.87034281,-1.28248508,-0.36230098,0.53386504
0.41091353,-0.77731084,0.71597564,-1.35438623,-0.30506211,0.57707539
0.5259375,-0.64334368,0.94834888,-1.16005088,-0.42241138,0.5167072
0.63368955,-0.70662964,1.05585179,-1.17738437,-0.42216223,0.47075472
0.50483609,-0.73687736,0.87140803,-1.27193928,-0.36657194,0.53506192
0.48831939,-0.58805898,0.92807533,-1.11763541,-0.43975594,0.52957642
0.47216303,-0.81200143,0.79143469,-1.36106821,-0.31927165,0.54906678
0.40413862,-0.76640104,0.71039997,-1.34718941,-0.30626135,0.58078837
0.39744246,-0.61237688,0.77826436,-1.19914491,-0.3808219,0.58676803
0.64284871,-0.68326421,1.07830296,-1.14609521,-0.43545425,0.462831
0.59110194,-0.68217341,1.01401396,-1.17024378,-0.42291202,0.48807036
0.54496864,-0.68932103,0.94988668,-1.20149458,-0.40491804,0.51217355
0.48751316,-0.65052853,0.89110135,-1.18906914,-0.40358819,0.53854061
0.55174549,-0.81217139,0.9018779,-1.3275676,-0.35013242,0.51539621
0.60185642,-0.74279971,0.99869574,-1.23257122,-0.39683932,0.48977151
0.37451555,-0.72330144,0.6837311,-1.32048905,-0.30921555,0.59718762
0.44949857,-0.82021235,0.7552951,-1.37820765,-0.30579653,0.55799529
0.5135401,-0.78392228,0.86192387,-1.31573235,-0.34838377,0.53181007
0.423071,-0.79009915,0.72881641,-1.36108885,-0.30574541,0.57098971
0.43242315,-0.70960689,0.77971707,-1.27951663,-0.34729393,0.56990974
0.39995907,-0.64467992,0.76381964,-1.23117394,-0.36386057,0.58649402
0.50474098,-0.62750306,0.92803828,-1.15375386,-0.4232973,0.52625081
0.4603415,-0.59652194,0.88303338,-1.14425658,-0.42269188,0.54773464
0.49063036,-0.63468606,0.9042765,-1.1697843,-0.41364614,0.53509824
0.53877436,-0.60695979,0.98581376,-1.11057497,-0.4470394,0.50361518
0.52343244,-0.55622101,0.99530592,-1.05765331,-0.47187347,0.50143231
0.49764865,-0.76730008,0.84716174,-1.30619718,-0.34951309,0.53889711
0.5307837,-0.63506619,0.95943449,-1.14793354,-0.4286508,0.51286735
0.49497071,-0.7644167,0.84469869,-1.30452524,-0.34972798,0.54010854
0.40298882,-0.79351565,0.6971083,-1.37265927,-0.29411948,0.57914363
0.44591047,-0.57994507,0.87198962,-1.1340978,-0.42607916,0.55415273
0.37182197,-0.7096506,0.68586748,-1.30903041,-0.31404551,0.59937981
0.46405279,-0.675603,0.84390297,-1.22861751,-0.37985018,0.55301451
0.5370934,-0.75210935,0.90874115,-1.27253976,-0.37164775,0.52043042
0.48868409,-0.6278042,0.90540411,-1.16315737,-0.41672002,0.53535317
0.45548198,-0.68985082,0.82394616,-1.24790874,-0.36846419,0.55805791
0.57707161,-0.59116386,1.04430814,-1.06981043,-0.46723653,0.47864657
0.50923081,-0.79406375,0.85147666,-1.32774126,-0.34224586,0.53367751
0.44281493,-0.628556,0.83842639,-1.19010879,-0.39561146,0.56155279
0.49498461,-0.58821775,0.93728476,-1.11382763,-0.44230015,0.52560988
0.52559628,-0.79341741,0.87439937,-1.31995547,-0.34880309,0.52653806
0.51368013,-0.72456352,0.88965828,-1.25489366,-0.37597815,0.53033014
0.5857101,-0.78218502,0.95996402,-1.28198143,-0.37425391,0.49979641
0.45099064,-0.79428933,0.76830273,-1.35314264,-0.3173121,0.55885331
0.432425,-0.66762717,0.80126361,-1.2370824,-0.36883861,0.56945523
0.58931383,-0.73278089,0.98716733,-1.22749089,-0.3978535,0.49471
0.58889339,-0.59481114,1.05713905,-1.06776217,-0.46824566,0.47295103
0.53817423,-0.78458615,0.89548117,-1.30549197,-0.35730695,0.52090581
0.40325726,-0.58828528,0.80190123,-1.16984053,-0.39864397,0.58155526
0.52337703,-0.73954538,0.8958712,-1.26588933,-0.37249417,0.52634396
0.59340334,-0.73002633,0.99375722,-1.2225562,-0.40035388,0.49252987
0.43073707,-0.82452695,0.72603506,-1.38979325,-0.29529799,0.56526631
0.45093712,-0.61684889,0.85722775,-1.17262467,-0.40629064,0.55577578
0.46604942,-0.69938813,0.83452412,-1.25234843,-0.3684747,0.55296031
0.48679855,-0.70923002,0.85942314,-1.25211688,-0.37262458,0.54288687
0.6033515,-0.73718644,1.00321463,-1.22574689,-0.39986313,0.48856045
0.44473125,-0.70575587,0.80000888,-1.2695554,-0.35527763,0.56379953
0.43573396,-0.57021774,0.86294472,-1.12928172,-0.42721076,0.55906398
0.6196709,-0.70077311,1.04114143,-1.17740549,-0.42147053,0.47663238
0.58895011,-0.70070749,1.00208004,-1.1922317,-0.41312993,0.49152421
0.40165227,-0.78424548,0.69894831,-1.36473041,-0.29729605,0.58048492
0.41077345,-0.80735555,0.70319994,-1.38210583,-0.29242649,0.57475028
0.49774183,-0.65192936,0.90476109,-1.18503265,-0.40701926,0.53310329
0.37434502,-0.7659802,0.66448531,-1.35966172,-0.29014029,0.59368152
0.57376215,-0.64670361,1.00989436,-1.1382806,-0.43613221,0.49157699
0.40363171,-0.73941974,0.72172191,-1.32213452,-0.3180902,0.58271479
0.47500981,-0.61093212,0.89566436,-1.15195541,-0.42065455,0.54102329
0.57505662,-0.7630773,0.95452402,-1.26661548,-0.3794674,0.50353818
0.61770036,-0.63410895,1.07192474,-1.10039935,-0.45422438,0.4662904
0.48581046,-0.77993285,0.82474378,-1.32406528,-0.33893331,0.54413243
0.58291015,-0.76265668,0.96503046,-1.26260784,-0.38212031,0.49995116
0.55338578,-0.70645821,0.95258151,-1.21607575,-0.39919573,0.50961754
0.53200954,-0.71892929,0.91761688,-1.24001846,-0.38560734,0.52108917
0.47126054,-0.81020401,0.79089475,-1.35972791,-0.31963422,0.54952389
0.52100287,-0.56384412,0.98743465,-1.06862985,-0.46643178,0.50478573
0.4890983,-0.55308442,0.95069261,-1.07506666,-0.46159431,0.52198224
0.4967055,-0.75342429,0.85220271,-1.29265776,-0.3554972,0.53923346
0.52567671,-0.65998608,0.93903454,-1.17895601,-0.41335783,0.51896993
0.50687201,-0.63969754,0.92419518,-1.16638002,-0.41732318,0.52668249
0.50198215,-0.69207686,0.88952945,-1.22638373,-0.3875473,0.53430688
0.64086649,-0.70285585,1.06651827,-1.16967983,-0.42565178,0.46682398
0.50057667,-0.60881081,0.93293177,-1.13464925,-0.4323551,0.52583844
0.63063696,-0.65594464,1.07674009,-1.11995005,-0.44610313,0.46400541
0.52527571,-0.7271185,0.90442699,-1.2519627,-0.37915128,0.52484419
0.53362716,-0.82092291,0.8736275,-1.34397362,-0.34000034,0.52305071
0.52494642,-0.68834055,0.92324583,-1.2106141,-0.39829941,0.52227356
0.56621139,-0.64980515,0.99845752,-1.14586681,-0.43224613,0.49606167
-0.58219307,0.86395008,-0.92119906,1.36702073,0.33900598,-0.50307065
-0.6496071,0.85134084,-1.01290092,1.32745458,0.36329382,-0.47611374
-0.64003041,0.85811533,-0.99814538,1.33825493,0.35811497,-0.4801396
-0.6455564,0.83765022,-1.01329235,1.31481085,0.36773595,-0.47716063
-0.58794093,0.9264992,-0.90512165,1.42632439,0.31718072,-0.49982519
-0.6401119,0.89686661,-0.98332018,1.37773885,0.34320828,-0.48087224
-0.58170169,0.86496059,-0.92015369,1.36822137,0.338452,-0.50326077
-0.59798794,0.88171836,-0.93495751,1.37857161,0.33696956,-0.49685325
-0.54151611,0.91766461,-0.84659805,1.43466288,0.30508194,-0.51699827
-0.58781478,0.87393981,-0.92467177,1.37476549,0.33685699,-0.50082567
-0.63481402,0.86696247,-0.98805768,1.34938563,0.35324366,-0.48242317
-0.668963,0.9086478,-1.01519926,1.3789381,0.34623626,-0.4702903
-0.59484117,0.85410109,-0.94168721,1.35211903,0.34684603,-0.49801794
-0.54151961,0.86976453,-0.86461265,1.38870209,0.32309304,-0.51893756
-0.55671602,0.88360082,-0.87972898,1.39627605,0.32301296,-0.51267523
-0.63421844,0.93951582,-0.96022572,1.42245509,0.32600728,-0.48293927
-0.66158707,0.8507953,-1.0281071,1.32213692,0.36652003,-0.47134162
-0.58989917,0.97130142,-0.89198728,1.46870608,0.3020881,-0.49740467
-0.57456752,0.95701434,-0.87675909,1.46035232,0.30219157,-0.50333799
-0.56452911,0.92609053,-0.8743737,1.43437989,0.30984459,-0.50828936
-0.57409362,0.84264444,-0.91903961,1.34895005,0.34494599,-0.50630561
-0.65710314,0.89943344,-1.00378839,1.37397128,0.34668525,-0.47453784
-0.5768237,0.85429643,-0.91795196,1.35951952,0.34112826,-0.50522309
-0.59327661,0.9065732,-0.9194081,1.40492771,0.3261315,-0.49835451
-0.6586555,0.93412251,-0.99305361,1.40837468,0.33439811,-0.47425217
-0.62304623,0.94207126,-0.94503971,1.42893851,0.32199348,-0.48686726
-0.6171951,0.94415814,-0.93678525,1.43305322,0.31959015,-0.48889508
-0.59407065,0.92839958,-0.9124506,1.42595624,0.31837995,-0.49755666
-0.57559291,0.94651935,-0.88176234,1.449992,0.30616943,-0.50347266
-0.6390968,0.88041221,-0.98828347,1.36144766,0.34918667,-0.48103545
-0.54180921,0.88146619,-0.86048368,1.39991581,0.31867448,-0.51844962
-0.5307226,0.91939954,-0.83135683,1.44020451,0.30063423,-0.52080498
-0.61019287,0.97599967,-0.91674223,1.46632345,0.30654936,-0.49032378
-0.59325724,0.92851675,-0.9113465,1.42636352,0.31808925,-0.49784677
-0.64865208,0.87615212,-1.00199616,1.35342365,0.35334409,-0.47727153
-0.58761955,0.94588851,-0.89778733,1.44516417,0.31016778,-0.49927566
-0.66760041,0.87846034,-1.02483412,1.34852542,0.35723371,-0.47006508
-0.59719292,0.86184585,-0.94167437,1.35898824,0.34448145,-0.49714238
-0.56173951,0.89978586,-0.88031658,1.4100778,0.31857707,-0.51029193
-0.60868339,0.84909671,-0.96166436,1.34149551,0.35298096,-0.4923988
-0.62456026,0.86967369,-0.97392794,1.35615337,0.34936768,-0.48647968
-0.52391466,0.90925592,-0.82576183,1.43311286,0.30184718,-0.52385694
-0.55698866,0.92756177,-0.86379839,1.43849672,0.30680973,-0.51093495
-0.60790861,0.96596437,-0.9172108,1.45744433,0.3093022,-0.49147996
-0.60319268,0.9476318,-0.9174702,1.44137016,0.31427752,-0.49373836
-0.57925452,0.9292433,-0.89272225,1.43210998,0.31346773,-0.50286667
-0.63188729,0.92793303,-0.96140837,1.41183814,0.32952107,-0.48390511
-0.56457135,0.92164016,-0.87603817,1.43009729,0.31146682,-0.50845714
-0.58694629,0.87548724,-0.92293113,1.37664117,0.33598484,-0.50115393
-0.62779069,0.9711684,-0.94098923,1.45567469,0.31319855,-0.48450629
-0.64790365,0.91055887,-0.98807892,1.38863861,0.34017527,-0.47807974
-0.60137022,0.92995583,-0.92139477,1.42484015,0.32002455,-0.49488432
-0.63017142,0.82604855,-0.99857587,1.30896471,0.36840445,-0.48291616
-0.61235652,0.97107673,-0.92120567,1.46085058,0.30884914,-0.48977385
-0.64514045,0.8378555,-1.01268598,1.31519348,0.36754553,-0.47733798
-0.57297427,0.95394997,-0.87571691,1.45798889,0.30274264,-0.50403892
-0.62773725,0.85791375,-0.98260797,1.34290721,0.35487071,-0.48499346
-0.65649829,0.8650113,-1.01616655,1.3389152,0.35966826,-0.47390391
-0.60784841,0.85824458,-0.95693202,1.35112916,0.3490836,-0.49288458
-0.64249216,0.92117903,-0.9773406,1.40127104,0.33484843,-0.48009201
-0.54729617,0.92684326,-0.85107326,1.44128821,0.30377709,-0.51444495
-0.6075147,0.87961791,-0.94813614,1.37280221,0.34062144,-0.49318431
-0.63097718,0.91981648,-0.96319606,1.40411356,0.33221888,-0.48429707
-0.61841333,0.8792023,-0.96235109,1.36818087,0.34393776,-0.48897857
-0.57857022,0.95729107,-0.8819356,1.45923354,0.30336537,-0.50194246
-0.5439374,0.93981429,-0.84195981,1.45473699,0.29802241,-0.5149227
-0.60817333,0.8354719,-0.9665289,1.3277592,0.35835557,-0.4922873
-0.60010932,0.93632459,-0.91747217,1.43149212,0.31736286,-0.49516753
-0.62908751,0.87959118,-0.9758689,1.36446147,0.34678138,-0.48487029
-0.60784306,0.97648333,-0.91354356,1.46758287,0.3057005,-0.49109954
-0.61432148,0.85203645,-0.96775631,1.34223476,0.35343483,-0.49019831
-0.66331899,0.92428635,-1.00243867,1.39682474,0.33911968,-0.47253839
-0.61950487,0.85204837,-0.97441084,1.34017537,0.35490597,-0.488127
-0.64666256,0.9155028,-0.98469257,1.39406369,0.33803,-0.47856089
-0.5396846,0.88728087,-0.85539155,1.40632615,0.31570695,-0.51904527
-0.53193379,0.87208474,-0.85068937,1.3946721,0.31875558,-0.52258736
-0.62072116,0.86433134,-0.97110323,1.35222545,0.35038207,-0.48789412
-0.5937562,0.84729697,-0.94300355,1.34567698,0.34924735,-0.49838001
-0.64881112,0.91877453,-0.98620873,1.39655971,0.33739761,-0.47778518
-0.56726373,0.84066018,-0.9107834,1.3497414,0.34351967,-0.50908121
-0.59177857,0.87008507,-0.93136647,1.36937718,0.3395879,-0.4992921
-0.55398279,0.90516531,-0.86794462,1.41815481,0.31396183,-0.5129895
-0.58034213,0.93466218,-0.89221267,1.43694107,0.31187054,-0.50227888
-0.5808283,0.92853377,-0.89504926,1.4308591,0.31422096,-0.50232533
-0.65411293,0.84127807,-1.02256711,1.31516018,0.36845417,-0.47388211
-0.63137741,0.95438078,-0.95136438,1.43806836,0.31998697,-0.48368758
-0.64542635,0.94484101,-0.97256716,1.42374313,0.3271408,-0.47890212
-0.6176441,0.87117352,-0.96447508,1.36037105,0.34683098,-0.48919753
-0.5849851,0.95841827,-0.88996945,1.45809352,0.30498435,-0.49967525
-0.54177303,0.92888045,-0.8429126,1.44519013,0.30113957,-0.51630968
-0.53450128,0.92581892,-0.83417965,1.44489702,0.29967837,-0.5190781
-0.54281338,0.86616911,-0.86776908,1.38470198,0.32495569,-0.51853287
-0.52187355,0.89209758,-0.82931505,1.41764216,0.30744149,-0.52554457
-0.59866213,0.88390831,-0.93499395,1.38049305,0.33633181,-0.49658475
-0.61273322,0.96054191,-0.92530811,1.4505452,0.3125749,-0.49000328
-0.58950088,0.95154968,-0.89826556,1.44994578,0.30876468,-0.4983961
-0.62169553,0.94937803,-0.94072802,1.43656575,0.31903249,-0.48718773
-0.53312435,0.86446428,-0.85528285,1.38684619,0.3221585,-0.52238191
-0.57845458,0.97324251,-0.8763363,1.47442472,0.29788171,-0.50118221
-0.52230749,0.90563382,-0.82489068,1.43028563,0.30258319,-0.52465181
-0.62510631,0.85887037,-0.97887011,1.34492728,0.35376379,-0.48605691
-0.63301125,0.87447195,-0.98284468,1.35774854,0.34983343,-0.48327659
-0.57206235,0.88983334,-0.89779246,1.39650103,0.32573011,-0.5066677
-0.5989941,0.82101182,-0.96061689,1.31667043,0.36162279,-0.49565861
-0.67449664,0.87374518,-1.03520225,1.34100444,0.36070562,-0.46725925
-0.667043,0.88928144,-1.02002947,1.35987226,0.35298647,-0.47059082
-0.66499934,0.89303716,-1.01606629,1.36449001,0.35106695,-0.47145285
-0.64710405,0.93326505,-0.97880925,1.41165623,0.3317052,-0.47839118
-0.55468918,0.89680063,-0.87201072,1.40983417,0.31732154,-0.51303354
-0.65846684,0.95259743,-0.98628329,1.42684623,0.32781645,-0.4742488
-0.59042104,0.83867899,-0.94214305,1.3382917,0.35172201,-0.49961272
-0.55976915,0.95493235,-0.85787664,1.4634857,0.29810748,-0.50855335
-0.56083254,0.83143944,-0.90599198,1.34314152,0.34515945,-0.51170208
-0.54508669,0.88498536,-0.86356737,1.40206042,0.31848068,-0.51707506
-0.57901311,0.93337247,-0.89092387,1.4361744,0.31191075,-0.50280193
-0.5967068,0.85703629,-0.94294908,1.35433614,0.34624228,-0.49729985
